Player,Player Rating,Player Nationality,Player Side,Player Result,Player First Move,Opponent,Opponent Rating,Opponent Nationality,Opponent Side,Opponent Result,Opponent First Move,Variation,Termination,Moves,Date
Dontmesswithme_2,2263,United States of America,White,Timeout,d4,anty1818,2400,India,Black,Win,Nc6,Pawn Opening Mikenas Cannstatter Variation,anty1818 won on time,36.0,2020.04.15
Dontmesswithme_2,2258,United States of America,Black,Resigned,d5,anty1818,2405,India,White,Win,d4,Pawn Opening Levitsky Attack,anty1818 won by resignation,29.0,2020.04.15
Dontmesswithme_2,2253,United States of America,White,Resigned,d4,Kombiking,2413,Germany,Black,Win,Nf6,Gambit Declined 3.Nf3 Nf6,Kombiking won by resignation,24.0,2020.04.15
Dontmesswithme_2,2260,United States of America,Black,Win,c5,phantom_1970,2202,Philippines,White,Resigned,e4,Defense Canal Main Line 4.Bxd7 Nxd7 5.O O Ngf6 6.Qe2,Dontmesswithme_2 won by resignation,41.0,2020.04.15
Dontmesswithme_2,2253,United States of America,White,Resigned,d4,jinan123,2302,India,Black,Win,d5,Gambit Declined 3.Nf3 Nf6,jinan123 won by resignation,27.0,2020.04.15
Dontmesswithme_2,2261,United States of America,Black,Win,d5,Vladislav_Chernenko,2251,Ukraine,White,Resigned,d4,Defense Modern Quiet Schallopp Defense 5.Nc3 e6,Dontmesswithme_2 won by resignation,32.0,2020.04.15
Dontmesswithme_2,2255,United States of America,White,Timeout,d4,AccioChess,2343,India,Black,Win,Nf6,Gambit Declined 3.Nf3 Nf6,AccioChess won on time,46.0,2020.04.15
Dontmesswithme_2,2247,United States of America,Black,Checkmated,d5,LekurnyikovSzvetozar,2258,Hungary,White,Win,Nf3,Pawn Opening Zukertort Variation,LekurnyikovSzvetozar won by checkmate,78.0,2020.04.15
Dontmesswithme_2,2246,United States of America,Black,Draw by repetition,d5,Mumimami,2209,Viet Nam,White,Draw by repetition,d4,System 3...c5 4.e3,Game drawn by repetition,60.0,2020.04.15
Dontmesswithme_2,2240,United States of America,White,Resigned,d4,orestn,2336,Canada,Black,Win,d5,Gambit Declined Noteboom Variation,orestn won by resignation,31.0,2020.04.15
Dontmesswithme_2,2234,United States of America,Black,Resigned,c5,orestn,2342,Canada,White,Win,e4,Defense Open Najdorf Variation 6.Bg5 Nbd7,orestn won by resignation,47.0,2020.04.15
Dontmesswithme_2,2225,United States of America,White,Resigned,d4,NguyenXuanVinh,2207,Viet Nam,Black,Win,d5,Defense Modern Alapin Variation Czech Krause Carlsbad Variation 9.dxe5 Nxe5 10.Bf4 Nfd7,NguyenXuanVinh won by resignation,30.0,2020.04.15
Dontmesswithme_2,2233,United States of America,White,Win,d4,supermax77,2212,Malaysia,Black,Resigned,d5,Gambit Accepted Old Variation,Dontmesswithme_2 won by resignation,26.0,2020.04.15
Dontmesswithme_2,2241,United States of America,Black,Win,c5,supermax77,2204,Malaysia,White,Resigned,e4,Defense Open Najdorf Variation 6.Bg5 Nbd7 7.f4,Dontmesswithme_2 won by resignation,25.0,2020.04.15
Dontmesswithme_2,2249,United States of America,White,Win,d4,itsmeant2b,2251,Turkey,Black,Resigned,Nf6,Indian Defense Exchange Variation 5.Qxd2,Dontmesswithme_2 won by resignation,27.0,2020.04.15
Dontmesswithme_2,2241,United States of America,Black,Resigned,d5,rodrigo21,2243,Uruguay,White,Win,d3,Opening,rodrigo21 won by resignation,35.0,2020.04.15
Dontmesswithme_2,2233,United States of America,White,Resigned,d4,rodrigo21,2251,Uruguay,Black,Win,d5,Defense,rodrigo21 won by resignation,24.0,2020.04.15
Dontmesswithme_2,2227,United States of America,Black,Checkmated,d5,kontosnik,2336,Greece,White,Win,d4,Pawn Opening 1...d5 2.e3 Nf6,kontosnik won by checkmate,44.0,2020.04.15
Dontmesswithme_2,2235,United States of America,White,Win,d4,Dennisov,2231,United Arab Emirates,Black,Resigned,d6,Game Tartakower Defense,Dontmesswithme_2 won by resignation,24.0,2020.04.15
Dontmesswithme_2,2227,United States of America,Black,Timeout,d5,rodrigo21,2259,Uruguay,White,Win,Nf3,Pawn Opening Zukertort Variation,rodrigo21 won on time,68.0,2020.04.15
Dontmesswithme_2,2236,United States of America,White,Win,d4,rodrigo21,2250,Uruguay,Black,Checkmated,d5,Defense Modern Three Knights Variation,Dontmesswithme_2 won by checkmate,47.0,2020.04.15
Dontmesswithme_2,2243,United States of America,Black,Win,c5,DonVitto82,2198,Spain,White,Resigned,e4,Defense Closed 2...d6 3.Nge2,Dontmesswithme_2 won by resignation,35.0,2020.04.15
Dontmesswithme_2,2237,United States of America,White,Timeout,d4,ravintola,2356,"Korea, Democratic People's Republic of",Black,Win,Nf6,Defense Hromadka System 4.Nc3 g6 5.e4,ravintola won on time,42.0,2020.04.15
Dontmesswithme_2,2231,United States of America,White,Resigned,d4,Ramla2020,2354,Israel,Black,Win,e5,Gambit Zilbermints Gambit,Ramla2020 won by resignation,16.0,2020.04.15
Dontmesswithme_2,2231,United States of America,White,Draw agreed,d4,CasperRadil,2224,Denmark,Black,Draw agreed,d5,Gambit Declined Exchange Positional Line Reshevsky Variation 6...Be7 7.e3,Game drawn by agreement,7.0,2020.04.15
Dontmesswithme_2,2242,United States of America,Black,Win,c6,Ramla2020,2343,Israel,White,Checkmated,c4,Kann Defense Accelerated Panov Attack,Dontmesswithme_2 won by checkmate,55.0,2020.04.15
Dontmesswithme_2,2236,United States of America,White,Resigned,d4,Ramla2020,2349,Israel,Black,Win,e5,Gambit Zilbermints Gambit,Ramla2020 won by resignation,23.0,2020.04.15
Dontmesswithme_2,2245,United States of America,Black,Win,c5,Enriquack,2255,Mexico,White,Resigned,e4,Defense Open Najdorf Variation 6.Bg5 Nbd7,Dontmesswithme_2 won by resignation,22.0,2020.04.15
Dontmesswithme_2,1952,United States of America,Black,Resigned,e6,KarateBaby,2003,United States of America,White,Win,e4,Defense Advance Variation 3...Ne7,KarateBaby won by resignation,14.0,2020.04.16
Dontmesswithme_2,1954,United States of America,Black,Win,e6,pranavks,1650,United States of America,White,Resigned,e4,Defense Exchange Variation 3...exd5 4.Nf3,Dontmesswithme_2 won by resignation,23.0,2020.04.16
Dontmesswithme_2,1940,United States of America,White,Resigned,d4,pranavks,1664,United States of America,Black,Win,d5,Pawn Opening Accelerated London System,pranavks won by resignation,25.0,2020.04.16
Dontmesswithme_2,1927,United States of America,Black,Timeout,e6,pranavks,1677,United States of America,White,Win,e4,Defense Normal Variation,pranavks won on time,29.0,2020.04.16
Dontmesswithme_2,2237,United States of America,White,Resigned,d4,cabum,2247,Mexico,Black,Win,Nf6,Indian Defense Nimzowitsch Variation,cabum won by resignation,44.0,2020.04.16
Dontmesswithme_2,2245,United States of America,Black,Win,d5,cabum,2239,Mexico,White,Timeout,d4,Defense 3.Nc3,Dontmesswithme_2 won on time,67.0,2020.04.16
Dontmesswithme_2,2253,United States of America,White,Win,d4,cabum,2231,Mexico,Black,Resigned,Nf6,Game London System,Dontmesswithme_2 won by resignation,23.0,2020.04.16
Dontmesswithme_2,2245,United States of America,White,Timeout,d4,chessziw,2277,United States of America,Black,Win,Nf6,Indian Defense 3.Nf3,chessziw won on time,41.0,2020.04.16
Dontmesswithme_2,2252,United States of America,Black,Win,d5,vladom2019,2199,Czechia,White,Timeout,d4,Defense Modern Alapin Variation Czech Krause Carlsbad Variation 9.dxe5 Nxe5 10.Bf4 Nfd7,Dontmesswithme_2 won on time,43.0,2020.04.16
Dontmesswithme_2,2243,United States of America,Black,Resigned,c5,Fischerev7,2238,Brazil,White,Win,e4,Defense Open Scheveningen Sozin Attack 6...a6,Fischerev7 won by resignation,34.0,2020.04.16
Dontmesswithme_2,2237,United States of America,Black,Resigned,d5,ronts,2342,Estonia,White,Win,g3,Fianchetto Opening 1...d5 2.Bg2,ronts won by resignation,39.0,2020.04.16
Dontmesswithme_2,2237,United States of America,White,Draw by timeout vs insufficient material,d4,YERVAND1994,2252,Armenia,Black,Draw by timeout vs insufficient material,d5,Slav Defense,Game drawn by timeout vs insufficient material,85.0,2020.04.16
Dontmesswithme_2,2244,United States of America,Black,Win,d5,Renegades160,2181,Norway,White,Resigned,d4,System,Dontmesswithme_2 won by resignation,29.0,2020.04.16
Dontmesswithme_2,2253,United States of America,White,Win,d4,cottage_cheese,2264,United Kingdom of Great Britain and Northern Ireland,Black,Resigned,Nf6,Defense 4.cxd5,Dontmesswithme_2 won by resignation,30.0,2020.04.16
Dontmesswithme_2,2244,United States of America,White,Checkmated,d4,vadzka,2222,Latvia,Black,Win,e6,Gambit Declined,vadzka won by checkmate,34.0,2020.04.16
Dontmesswithme_2,2251,United States of America,Black,Win,d5,vadzka,2215,Latvia,White,Resigned,d4,Pawn Opening Chigorin Variation 2...Nf6 3.Bf4,Dontmesswithme_2 won by resignation,58.0,2020.04.16
Dontmesswithme_2,2259,United States of America,White,Win,d4,Tigra_m,2223,Russian Federation,Black,Resigned,Nf6,Indian Defense Nimzowitsch Variation,Dontmesswithme_2 won by resignation,34.0,2020.04.16
Dontmesswithme_2,2266,United States of America,White,Win,d4,mled,2211,Philippines,Black,Resigned,Nf6,Gambit Fully Accepted 5...g6,Dontmesswithme_2 won by resignation,45.0,2020.04.16
Dontmesswithme_2,2275,United States of America,White,Win,d4,MartinBaekgaard,2305,Denmark,Black,Resigned,d5,Gambit Declined Queens Knight Variation 3...Bb4,Dontmesswithme_2 won by resignation,25.0,2020.04.16
Dontmesswithme_2,2284,United States of America,Black,Win,d5,MartinBaekgaard,2296,Denmark,White,Timeout,d4,Defense 3.Nc3,Dontmesswithme_2 won on time,44.0,2020.04.16
Dontmesswithme_2,2292,United States of America,Black,Win,d5,borovica,2261,Bosnia and Herzegovina,White,Resigned,d4,System 3...c5 4.e3,Dontmesswithme_2 won by resignation,20.0,2020.04.16
Dontmesswithme_2,2299,United States of America,White,Win,d4,sagitario1995,2263,Mexico,Black,Resigned,d5,Gambit Declined Exchange Positional Line Reshevsky Variation 6...Be7 7.e3,Dontmesswithme_2 won by resignation,25.0,2020.04.16
Dontmesswithme_2,2306,United States of America,Black,Win,c5,sagitario1995,2256,Mexico,White,Resigned,e4,Defense 2.Nf3 d6 3.d4 cxd4,Dontmesswithme_2 won by resignation,29.0,2020.04.16
Dontmesswithme_2,1563,United States of America,Black,Resigned,c6,wang5ter,2007,England,White,Win,c4,Opening Caro Kann Defensive System 2.Nf3 d5 3.g3,wang5ter won by resignation,27.0,2020.04.17
Dontmesswithme_2,2302,United States of America,Black,Resigned,c5,CikaGile,2500,Serbia,White,Win,e4,Defense Open Najdorf Zagreb Variation 6...e5 7.Nb3 Be7,CikaGile won by resignation,41.0,2020.04.17
Dontmesswithme_2,2314,United States of America,White,Win,d4,CikaGile,2488,Serbia,Black,Timeout,Nf6,Gambit Fully Accepted 5...g6,Dontmesswithme_2 won on time,51.0,2020.04.17
Dontmesswithme_2,2307,United States of America,Black,Resigned,c5,FM_Deuteronomio32,2359,Peru,White,Win,e4,Defense Open Najdorf Variation,FM_Deuteronomio32 won by resignation,26.0,2020.04.17
Dontmesswithme_2,2300,United States of America,White,Resigned,d4,jrsoohoo,2369,United States of America,Black,Win,Nf6,Countergambit Accepted,jrsoohoo won by resignation,31.0,2020.04.17
Dontmesswithme_2,2298,United States of America,White,Resigned,d4,Cmam9,2632,Brazil,Black,Win,Nf6,Game London System,Cmam9 won by resignation,23.0,2020.04.17
Dontmesswithme_2,2297,United States of America,White,Stalemate,d4,ArchdukeShrimp,2255,United States of America,Black,Stalemate,Nf6,Game,Game drawn by stalemate,77.0,2020.04.17
Dontmesswithme_2,2305,United States of America,White,Win,d4,Nightrider12345,2270,Germany,Black,Timeout,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won on time,59.0,2020.04.17
Dontmesswithme_2,1589,United States of America,White,Win,d4,The_Ketchup_King,1670,United States of America,Black,Resigned,Nf6,Indian Defense Classical System,Dontmesswithme_2 won by resignation,48.0,2020.04.18
Dontmesswithme_2,1614,United States of America,White,Win,d4,ericf2008,1693,United States of America,Black,Checkmated,Nf6,Indian Defense Orthodox Variation 6...Nc6,Dontmesswithme_2 won by checkmate,55.0,2020.04.18
Dontmesswithme_2,1609,United States of America,Black,Checkmated,d5,Leolinx,1931,Canada,White,Win,Nf3,Opening Caro Kann Defensive System 2.Nf3 d5,Leolinx won by checkmate,30.0,2020.04.18
Dontmesswithme_2,2305,United States of America,Black,Checkmated,d5,Bigfish1995,3044,Russian Federation,White,Win,d4,Defense Modern Quiet Schallopp Defense 5.Nc3 e6 6.Nh4 Be4,Bigfish1995 won by checkmate,54.0,2020.04.18
Dontmesswithme_2,2306,United States of America,White,Win,d4,GeorgeDai777,1858,United States of America,Black,Timeout,Nf6,Indian Defense Nimzowitsch Variation,Dontmesswithme_2 won on time,61.0,2020.04.18
Dontmesswithme_2,2305,United States of America,Black,Resigned,c5,ficorrales,2824,United States of America,White,Win,e4,Defense Open Najdorf Variation 6.Bg5 Nbd7 7.f4,ficorrales won by resignation,22.0,2020.04.18
Dontmesswithme_2,2307,United States of America,Black,Win,c5,Qfstnmgd,1957,United States of America,White,Resigned,e4,Defense Open Najdorf Amsterdam Variation 6...Nbd7,Dontmesswithme_2 won by resignation,24.0,2020.04.18
Dontmesswithme_2,2305,United States of America,White,Resigned,d4,IsikCan,2645,Turkey,Black,Win,d5,Defense Modern Alapin Variation Czech Krause Attack 6...Nbd7 7.Nxc4,IsikCan won by resignation,23.0,2020.04.18
Dontmesswithme_2,2307,United States of America,Black,Win,d5,harkerchess,1953,United States of America,White,Resigned,d4,Defense Modern Exchange Variation 5.Nc3,Dontmesswithme_2 won by resignation,58.0,2020.04.18
Dontmesswithme_2,2305,United States of America,White,Resigned,d4,attack2mateU,2626,Canada,Black,Win,Nf6,Defense Exchange Modern Exchange Variation...9.Be2 Nc6 10.d5 Ne5,attack2mateU won by resignation,25.0,2020.04.18
Dontmesswithme_2,2307,United States of America,Black,Win,d5,stevis5,1977,United States of America,White,Resigned,d4,Pawn Opening Accelerated London System,Dontmesswithme_2 won by resignation,67.0,2020.04.18
Dontmesswithme_2,2309,United States of America,White,Win,d4,dgwizard,1938,United States of America,Black,Resigned,Nf6,Indian Defense Fianchetto Variation,Dontmesswithme_2 won by resignation,26.0,2020.04.18
Dontmesswithme_2,2322,United States of America,Black,Win,c5,Flawless_Fighter,2574,Russian Federation,White,Resigned,e4,Defense Open Scheveningen Variation 6.Be3 a6,Dontmesswithme_2 won by resignation,31.0,2020.04.18
Dontmesswithme_2,2321,United States of America,White,Resigned,d4,kiborg1987,2835,Bosnia and Herzegovina,Black,Win,d6,Game Tartakower Defense,kiborg1987 won by resignation,11.0,2020.04.18
Dontmesswithme_2,1446,United States of America,Black,Win,c5,AndreNoraInu,1253,Somalia,White,Checkmated,e4,Defense Bowdler Attack,Dontmesswithme_2 won by checkmate,64.0,2020.04.18
Dontmesswithme_2,2313,United States of America,Black,Checkmated,d5,SANFRE,2349,Colombia,White,Win,d4,Defense Normal Variation 2...d5,SANFRE won by checkmate,36.0,2020.04.20
Dontmesswithme_2,2305,United States of America,Black,Resigned,d5,jonathangottehrer,2330,United States of America,White,Win,d4,Defense Exchange Variation 3...cxd5 4.Nc3 Nf6,jonathangottehrer won by resignation,30.0,2020.04.20
Dontmesswithme_2,2314,United States of America,White,Win,d4,jonathangottehrer,2321,United States of America,Black,Checkmated,Nc6,Pawn Opening Zukertort Chigorin Variation,Dontmesswithme_2 won by checkmate,66.0,2020.04.20
Dontmesswithme_2,2307,United States of America,White,Resigned,d4,ezkybel,2347,Panama,Black,Win,e6,Pawn Opening Horwitz Defense,ezkybel won by resignation,58.0,2020.04.20
Dontmesswithme_2,2298,United States of America,Black,Resigned,c5,himanshut94,2273,India,White,Win,e4,Defense Chekhover Variation 4...Nc6 5.Bb5,himanshut94 won by resignation,37.0,2020.04.20
Dontmesswithme_2,2305,United States of America,White,Win,d4,himanshut94,2266,India,Black,Checkmated,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won by checkmate,64.0,2020.04.20
Dontmesswithme_2,1938,United States of America,Black,Win,Nc6,MataChapulines007,2046,Mexico,White,Resigned,Nf3,Opening Black Mustang Defense,Dontmesswithme_2 won by resignation,27.0,2020.04.20
Dontmesswithme_2,1931,United States of America,White,Timeout,d4,toreohm,1975,Mexico,Black,Win,d5,Pawn Opening Accelerated London System,toreohm won on time,41.0,2020.04.20
Dontmesswithme_2,1940,United States of America,Black,Win,g6,toreohm,1966,Mexico,White,Checkmated,e4,Defense with 1 e4,Dontmesswithme_2 won by checkmate,27.0,2020.04.20
Dontmesswithme_2,1948,United States of America,White,Win,b3,IceWorks,1926,Australia,Black,Checkmated,d6,Larsen Attack,Dontmesswithme_2 won by checkmate,27.0,2020.04.20
Dontmesswithme_2,1945,United States of America,White,Timeout,b3,vasanth5678,2228,India,Black,Win,c5,Larsen Attack English Variation,vasanth5678 won on time,29.0,2020.04.20
Dontmesswithme_2,1955,United States of America,Black,Win,g6,Crasmus,2041,Denmark,White,Abandoned,c4,Opening Great Snake Variation,Dontmesswithme_2 won - game abandoned,10.0,2020.04.20
Dontmesswithme_2,1963,United States of America,Black,Win,b6,Occidere20,1947,United States of America,White,Checkmated,d4,Defense,Dontmesswithme_2 won by checkmate,32.0,2020.04.20
Dontmesswithme_2,1955,United States of America,Black,Resigned,b6,allofusdie,1962,United States of America,White,Win,d4,Defense 2.c4 Bb7,allofusdie won by resignation,7.0,2020.04.20
Dontmesswithme_2,1947,United States of America,White,Checkmated,b3,ssm123,1965,United States of America,Black,Win,d5,Larsen Attack Classical Variation 2.Bb2,ssm123 won by checkmate,28.0,2020.04.20
Dontmesswithme_2,1938,United States of America,Black,Resigned,b6,2Pawnsup,1911,United States of America,White,Win,d3,Opening,2Pawnsup won by resignation,32.0,2020.04.20
Dontmesswithme_2,1932,United States of America,White,Timeout,b3,quickdash,2025,United States of America,Black,Win,Nf6,Larsen Attack Indian Variation 2.Bb2,quickdash won on time,48.0,2020.04.20
Dontmesswithme_2,1925,United States of America,Black,Checkmated,g6,youthinkyouknowmehuh,1979,Switzerland,White,Win,e4,Defense Standard Mongredien Defense,youthinkyouknowmehuh won by checkmate,26.0,2020.04.20
Dontmesswithme_2,1918,United States of America,White,Timeout,b3,chessmathkarpov,1954,"Iran, Islamic Republic of",Black,Win,d5,Larsen Attack Classical Variation 2.Bb2,chessmathkarpov won on time,53.0,2020.04.20
Dontmesswithme_2,1910,United States of America,White,Timeout,b3,mose12,1916,United States of America,Black,Win,e6,Larsen Attack 1...e6,mose12 won on time,44.0,2020.04.20
Dontmesswithme_2,1902,United States of America,Black,Checkmated,g6,ChessBegginer78,1914,Argentina,White,Win,d4,Defense with 1 d4,ChessBegginer78 won by checkmate,28.0,2020.04.20
Dontmesswithme_2,1910,United States of America,White,Win,a4,ChessBegginer78,1906,Argentina,Black,Timeout,e6,Opening,Dontmesswithme_2 won on time,40.0,2020.04.20
